"hsn_sc_code","hsn_sc_desc"
"3707    ","CHEMICAL PREPARATIONS FOR PHOTOGRAPHIC USES (OTHER THAN VARNISHES, GLUES, ADHESIVES AND SIMILAR PREPARATIONS); UNMIXED PRODUCTS FOR PHOTOGRAPHIC USES, PUT UP IN MEASURED PORTIONS OR PUT UP FOR RETAIL SALE IN A FORM READY FOR USE"
"37071000","Sensitising Emulsions"
"370790  ","Other:"
"37079010","Chemical products mixed or compounded for Photographic uses (for example, developers and fixers) whether or not in bulk"
"37079090","Other"
"3801    ","ARTIFICIAL GRAPHITE; COLLOIDAL OR SEMI-COLLOIDAL GRAPHITE;PREPARATIONS BASED ON GRAPHITE OR OTHER CARBON IN THE FORM OF PASTES, BLOCKS, PLATES OR OTHER SEMI-MANUFACTURES"
"38011000","Artificial graphite"
"38012000","Colloidal or semi-colloidal graphite"
"38013000","Carbonaceous pastes for electrodes and similar pastes for furnace linings"
"38019000","Other"
"3802    ","ACTIVATED CARBON; ACTIVATED NATURAL MINERAL PRODUCTS; ANIMAL BLACK, INCLUDING SPENT ANIMAL BLACK"
"38021000","Activated carbon"
"380290  ","Other:"
"38029011","Activated alumina"
"38029012","Activated bauxite"
"38029019","Other"
"38029020","Animal black (for example, bone black and ivory black), including spent animal black"
"38030000","Tall oil, whether or not refined"
"3804    ","RESIDUAL LYES FOR THE MANUFACTURE OF WOOD PULP, WHETHER OR NOT CONCENTRATED, DESUGARED OR CHEMICALLY TREATED, INCLUDING LIGNIN SULPHONATES, BUT EXCLUDING TALL OIL OF HEADING 3803"
"380400  ","Residual lyes for the manufacture of wood pulp, whether or not concentrated, desugared or chemically treated, including lignin sulphonates, but excluding tall oil of Heading 3803:"
"38040010","Lignin sulphonates"
"38040020","Concentrated sulphate lye"
"38040090","Other"
"3805    ","GUM, WOOD OR SULPHATE TURPENTINE AND OTHER TERPENIC OILS PRODUCED BY THE DISTILLATION OR OTHER TREATMENT OF CONIFEROUS WOODS; CRUDE DIPENTENE; SULPHITE TURPENTINE AND OTHER CRUDE PARACYMENE; PINE OIL CONTAINING ALPHA-TERPINEOL AS THE MAIN CONSTITUENT"
"380510  ","Gum, wood or sulphate turpentine oils:"
"38051010","Wood turpentine oil and spirit of turpentine"
"38051020","Gum turpentine oil"
"38051030","Sulphate turpentine oil"
"380590  ","Other:"
"38059010","Terpenic oils produced by the distillation or other treatment of coniferous woods"
"38059020","Crude dipentene"
"38059030","Sulphite turpentine"
"38059090","Other"
"3806    ","ROSIN AND RESIN ACIDS, AND DERIVATIVES THEREOF; ROSIN SPIRIT AND ROSIN OILS; RUN GUMS"
"380610  ","Rosin and resin acids:"
"38061010","Gum rosin"
"38061090","Other"
"38062000","Salts of rosin, of resin acids or of derivatives of rosin or resin acids, other than salts of rosin adducts"
"38063000","Easter gums"
"380690  ","Other:"
"38069010","Run gums"
"38069090","Other"
"3807    ","WOOD TAR; WOOD TAR OILS; WOOD CREOSOTE; WOOD NAPHTHA; VEGETABLE PITCH; BREWERS’ PITCH AND SIMILAR PREPARATIONS BASED ON ROSIN, RESIN ACIDS OR ON VEGETABLE PITCH"
"380700  ","Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers’ pitch and similar preparations based on rosin, resin acids or on vegetable pitch:"
"38070010","Wood Tar"
"38070020","Wood Tar oils, wood creosote, wood naphtha"
"38070030","Vegetable pitch, brewers’ pitch and similar preparations based on rosin, resin acids or on vegetable pitch"
"3808    ","INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHUR-TREATED BAND"
"380850  ","aldrin (ISO); binapacryl (ISO); camphechlor (ISO) (toxaphene); captafol (ISO); chlordane (ISO); chlordimeform (ISO); chlorobensilate (ISO); DDT (ISO) (clofenotane (INN), 1,1,1-trichloro-2,2-bis (p-chlorphenyl) ethane); dieldrin (ISO, INN), dinoseb (I"
"38085000","aldrin (ISO); binapacryl (ISO); camphechlor (ISO) (toxaphene); captafol (ISO); chlordane (ISO); chlordimeform (ISO); chlorobensilate (ISO); DDT (ISO) (clofenotane (INN), 1,1,1-trichloro-2,2-bis (p-chlorphenyl) ethane); dieldrin (ISO, INN), dinoseb (I"
"380891  ","Insecticides:"
"3808911 ","Aluminium phosphate (for example phostoxin)"
"38089112","Calcium cyanide)"
"38089113","D.D.V.P. (Dimethyle-dichloro-vinyl-phosphate)"
"38089121","Diaginal"
"38089122","Methyl bromide"
"38089123","Dimethoate, technical grade"
"38089124","Melathion"
"38089131","Endosulphan, technical grade"
"38089132","Quinal phos"
"38089133","Isoproturon"
"38089134","Fenthion"
"38089135","Cipermethrin, technical grade"
"38089136","Allethrin"
"38089137","Synthetic pyrethrum"
"38089191","Repellants for insects such as flies, mosquito"
"38089192","Paper impregnated or coated with insecticides such as D.D.T coated paper"
"38089199","Other"
"380892  ","Fungicides:"
"38089210","Maneb"
"38089220","Sodium penta chlorophenate (santrobrite)"
"38089230","Thiram (tetra methyl thiuram disulphide)"
"38089240","Zineb"
"38089250","Copper oxychloride"
"38089290","Other"
"380893  ","Herbicides. Anti-sprouting products and plant-growth regulated:"
"3808930 ","Weedicides and weed killing  agents"
"38089310","Chloromethyl phenozy acetic acid (M.C.P.A)"
"38089320","2:4 Dichloro phenozy acetic acid and its esters"
"38089330","Gibberellic acid"
"38089340","Plant growth regulators"
"38089390","Other"
"38089400","Disinfectants"
"380899  ","Other:"
"38089910","Pesticides,  not elsewhere specified or included"
"38089990","Other"
"3809    ","FINISHING AGENTS, DYE CARRIERS TO ACCELERATE THE DYEING OR FIXING OF DYE-STUFFS AND OTHER PRODUCTS AND PREPARATIONS (FOR EXAMPLE, DRESSINGS AND MORDANTS), OF A KIND USED IN THE TEXTILE, PAPER, LEATHER OR LIKE INDUSTRIES, NOT ELSEWHERE SPECIFIED OR IN"
"38091000","With a basis of amylaceous substances"
"380991  ","Of a kind used in the textile or like industries:"
"38099110","Textile assistant mordanting agents"
"38099120","Textile assistants desizing agents"
"38099130","Textile assistants dispersing agents"
"38099140","Textile assistants emulsifying agents"
"38099150","Textile assistants – hydro sulphite formaldehyde compound (Rongalite or formusul)"
"38099160","Textile assistants textile preservatives"
"38099170","Textile assistants water proofing agents"
"38099180","Prepared textile glazings, dressings and mordants"
"38099190","Other"
"38099200","Of a kind used in the paper or like industries"
"380993  ","Of a kind used in the leather or like industries:"
"38099310","Fatty oil or pull up oil"
"38099390","Other"
"3810    ","PICKLING PREPARATIONS FOR METAL SURFACES; FLUXES AND OTHER AUXILIARY PREPARATIONS FOR SOLDERING, BRAZING OR WELDING;SOLDERING, BRAZING OR WELDING POWDERS AND PASTES CONSISTING OF METAL AND OTHER MATERIALS; PREPARATIONS OF A KIND USED AS CORES OR COAT"
"381010  ","Pickling preparations for metal surfaces; soldering, brazing or welding powders and pastes consisting of metal and other materials:"
"38101010","Pickling preparation and other soldering, brazing or welding powder or pastes"
"38101020","Thermite portion for welding (alumina thermic heat generators)"
"38101090","Other"
"381090  ","Other:"
"38109010","Preparation of a kind used as cores or coatings for welding electrodes and rods"
"38109090","Other"
"3811    ","ANTI-KNOCK PREPARATIONS, OXIDATION INHIBITORS, GUM INHIBITORS, VISCOSITY IMPROVERS, ANTI-CORROSIVE PREPARATIONS AND OTHER PREPARED ADDITIVES, FOR MINERAL OILS (INCLUDING GASOLINE) OR FOR OTHER LIQUIDS USED FOR THE SAME PURPOSES AS MINERAL OILS"
"38111100","Based on lead compounds"
"38111900","Other"
"38112100","Containing petroleum oils or oils obtained from bituminous minerals"
"38112900","Other"
"38119000","Other"
"3812    ","PREPARED RUBBER ACCELERATORS; COMPOUND PLASTICISERS FOR RUBBER OR PLASTICS, NOT ELSEWHERE SPECIFIED OR INCLUDED; ANTI-OXIDISING PREPARATIONS AND OTHER COMPOUND STABILISERS FOR RUBBER OR PLASTICS"
"38121000","Prepared rubber accelerators"
"381220  ","Compound plasticisers for rubber or plastics:"
"38122010","Phthalate plasticisers"
"38122090","Other"
"381230  ","Anti-oxidising preparations and other compound stabilisers for rubber or plastics:"
"38123010","Anti-oxidants for rubber"
"38123020","Softeners for rubber"
"38123030","Vulcanising agents for rubber"
"38123090","Other"
"38130000","Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades"
"3814    ","ORGANIC COMPOSITE SOLVENTS AND THINNERS, NOT ELSEWHERE SPECIFIED OR INCLUDED; PREPARED PAINT OR VARNISH REMOVERS"
"381400  ","Organic composite solvents and thinners, not elsewhere specified or included;  prepared paint or varnish removers:"
"38140010","Organic composite solvents and thinners, not elsewhere specified or included"
"38140020","Prepared paint or varnish removers"
"3815    ","REACTION INITIATORS, REACTION ACCELERATORS AND CATALYTIC PREPARATIONS, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"38151100","With nickel or nickel compounds as the active substance"
"381512  ","With precious metal or precious metal compounds as the active substance:"
"38151210","Platinum or palladium catalysts with a base of activated carbon"
"38151290","Other"
"38151900","Other"
"38159000","Other"
"38160000","Refractory cements, mortars, concretes and similar compositions, other than products of heading 3801"
"3817    ","MIXED ALKYLBENZENES AND MIXED ALKYLNAPHTHALENES, OTHER THAN THOSE OF HEADING 2707 OR 2902"
"381700  ","Mixed alkylbenzenes and mixed alkylnaphthalenes, other than those of Heading 2707 or 2902:"
"38170011","Linear alkylbenzenes"
"38170019","Other"
"38170020","Mixed alkylnaphthalenes"
"3818    ","CHEMICAL ELEMENTS DOPED FOR USE IN ELECTRONICS, IN THE FORM OF DISCS, WAFERS OR SIMILAR FORMS; CHEMICAL COMPOUNDS DOPED FOR USE IN ELECTRONICS"
"381800  ","Chemical elements doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics:"
"38180010","Undefused silicon wafers"
"38180090","Other"
"3819    ","HYDRAULIC BRAKE FLUIDS AND OTHER PREPARED LIQUIDS FOR HYDRAULIC TRANSMISSION, NOT CONTAINING OR CONTAINING LESS THAN 70% BY WEIGHT OF PETROLEUM OILS OR OILS OBTAINED FROM BITUMINOUS MINERALS"
"38190010","Hydraulic brake fluids"
"38190090","Other"
"38200000","Anti-freezing preparations and prepared de-icing fluids"
"38210000","Prepared culture media for development or maintenance of micro-organism  (Including viruses and the like) or of plant, human or animal cells"
"3822    ","DIAGNOSTIC OR LABORATORY REAGENTS ON A BACKING,  PREPARED DIAGNOSTIC OR LABORATORY REAGENTS WHETHER OR NOT ON A BACKING, OTHER THAN THOSE OF HEADING 3002 OR 3006; CERTIFIED REFERENCE MATERIALS"
"382200  ","Diagnostic or laboratory reagents on a backing,  prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 3002 or 3006;  certified reference materials:"
"38220011","Pregnancy confirmation reagent"
"38220012","Reagent for diagnosing AIDS"
"38220019","Other"
"38220090","Other"
"3823    ","INDUSTRIAL MONOCARBOXYLIC FATTY ACIDS; ACID OILS FROM REFINING; INDUSTRIAL FATTY ALCOHOLS"
"382311  ","Stearic acid:"
"38231111","Crude"
"38231112","RBD"
"38231119","Other"
"38231190","Other stearic acid or stearin"
"38231200","Oleic acid"
"38231300","Tall oil fatty acids"
"38231900","Other"
"382370  ","Industrial fatty alcohols:"
"38237010","Cetyl alcohol"
"38237020","Lauryl alcohol"
"38237030","Oleyl alcohol"
"38237040","Stearyl alcohol"
"38237090","Other"
"3824    ","PREPARED BINDERS FOR FOUNDRY MOULDS OR CORES; CHEMICAL PRODUCTS AND PREPARATIONS OF THE CHEMICAL OR ALLIED INDUSTRIES (INCLUDING THOSE CONSISTING OF MIXTURES OF NATURAL PRODUCTS), NOT ELSEWHERE SPECIFIED OR INCLUDED"
"38241000","Prepared binders for foundry moulds or cores"
"38243000","Non-agglomerated metal carbides mixed together or with metallic binders"
"382440  ","Prepared additives for cements, mortars or concretes:"
"38244010","Damp proof or Water proof compounds"
"38244090","Other"
"382450  ","Non-refractory mortars and concretes:"
"38245010","Concretes ready to use known as “Ready-mix concrete (RMC)”"
"38245090","Other"
"382460  ","Sorbitol other than that of sub-heading 2905 44:"
"38246010","In aqueous solution"
"38246090","Other"
"38247100","Containing chlorofluorocarbons (CFCs), whether or not containing hydrochlorofluorocabons (HCFCs), perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs)"
"38247200","Containing bromochlorodifluoromethane, bromotrifluoromethane  or dibromotetrafluoro-ethanes"
"38247300","Containing Hydrobromofluorocarbons (HBFCs)"
"38247400","Containing Hydrochlorofluorocarbons (HCFCs), whether or not containing perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs), but not containing chlorofluorocarbons (CFCs)"
"38247500","Containing carbon tetrachloride"
"38247600","Containing 1,1,1-trichloroethane (methyl chloroform)"
"38247700","Containing bromomethane (methyl bromide)or bromochloromethane"
"38247800","Containing perfluorocarbons (PFCs)or hydrofluorocarbons (HFCs), but not containing chlorofluorocarbons (HCFCs)"
"38247900","Other"
"38248100","Containing oxirane (ethylene oxide)"
"38248200","Containing polychlorinated biphenls (PCBs), polychlorinated terphenyls(PCTs) or polybrominated biphenyls (PBBs)"
"38248300","Containing tris (2,3-dibromopropyl phosphate)"
"382490  ","Other:"
"38249011","Ammoniacal gas liquors and spent oxide produced in coal gas purification"
"38249012","Case hardening compound"
"38249013","Heat transfer salts"
"38249014","Mixture of diphenyl and diphenyl oxide as heat transfer medium"
"38249015","Mixed Polyethylene glycols"
"38249016","Salts for curing or salting"
"38249017","Surface tension reducing agents"
"38249021","Electroplating salts"
"38249022","Water treatment chemicals, ion exchanger (INN) such as permiutits,  zeolites)"
"38249023","Gramophone records making material"
"38249024","Correcting fluid"
"38249025","Precipitated silica and silica gel"
"38249026","Oil well chemicals"
"38249031","Mixture containing perhalogenated derivatives of acyclic hydrocarbons containing two or more different halogens other than chlorine and fluorine"
"38249032","Ferrite powder"
"38249033","Capacitor fluids – PCB type"
"38249034","Dipping oil for treatment of grapes"
"38249035","Poly Brominated Biphenyls,Poly Chlorinated Biphenyls, Poly Chlorinated Terphenyls, Crocidolite"
"38249036","Goods of a kind known as “Hazardous Wastes”"
"38249037","Phosphogypsum"
"38249090","Other"
"3825    ","RESIDUAL PRODUCTS OF THE CHEMICAL OR ALLIED INDUSTRIES, NOT ELSEWHERE SPECIFIED OR INCLUDED; MUNICIPAL WASTE; SEWAGE SLUDGE; OTHER WASTES SPECIFIED IN NOTE 6 TO THIS CHAPTER"
"38251000","Municipal waste"
"38252000","Sewage sludge"
"38253000","Clinical waste"
"38254100","Halogenated"
"38254900","Other"
"38255000","Wastes of metal picking liquors, hydraulic fluids, brake fluids and anti-freeze fluids"
"38256100","Mainly containing organic constituents"
"38256900","Other"
"38259000","Other"
"38260000","Biodiesel and mixtures thereof, not containing or containing less than 70 % by weight of petroleum oils or oils obtained from bituminous minerals"
"3901    ","POLYMERS OF ETHYLENE, IN PRIMARY FORMS"
"390110  ","Polyethylene having a specific gravity of less than 0.94:"
"39011010","Linear low density polyethylene (LLDPE)"
